index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score	split	sent_s1	sent_s2
3672	main-captions	MSRvid	2012test	0687	none	none	A man is slicing a pepper.	A person cuts a big green pepper apart.	3.800	train	A humanity man be slicing a pepper .	A someone person trim_back cuts group_A prominent big green capsicum pepper isolated apart .
3673	main-captions	MSRvid	2012train	0009	none	none	A small boy is playing with a dog.	A baby is playing with a dog.	3.750	train	ampere A little small male_child boy be is playing with vitamin_A a andiron .	angstrom A coddle equal is playing with type_A a dog .
3674	main-captions	MSRvid	2012train	0041	none	none	A woman is handling a frog.	A man is holding a frog.	3.750	train	adenine woman make_up is handling angstrom_unit a anuran frog .	vitamin_A A human_beings mankind is holding holding a frog .
3675	main-captions	MSRvid	2012train	0051	none	none	Someone is slicing a cucumber.	A man is slicing a cucumber.	3.800	train	soul Someone is slicing group_A a cucumber .	vitamin_A A serviceman man is fade slicing angstrom a cucumber .
3676	main-captions	MSRvid	2012train	0210	none	none	A kid is playing an instrument.	A young boy is playing a wind instrument.	3.800	train	A Thomas_Kyd Kyd is playing an instrument .	A young Son son represent is playing ampere a wind instrument .
3677	main-captions	MSRvid	2012train	0229	none	none	A woman is playing the flute.	A girl is playing a flute.	3.800	train	A cleaning_lady comprise is playing the transverse_flute flute .	axerophthol girl girl be is playing a flute .
3678	main-captions	MSRvid	2012train	0251	none	none	A man is rapidly chopping some mushrooms using a knife.	A person is quickly chopping mushrooms with a knife.	3.750	train	A man constitute is apace rapidly hack chopping some mushrooms habituate using A tongue knife .	A person is rapidly quickly chopping mushrooms with group_A group_A tongue knife .
3679	main-captions	MSRvid	2012train	0268	none	none	A man cuts a potato.	A man is slicing a potato.	3.750	train	A man undersell undercut amp a potato .	ampere man is fade slicing ampere a Irish_potato potato .
3680	main-captions	MSRvid	2012train	0313	none	none	A man laying down and shooting a gun	A man is laying on the ground shooting a rifle.	3.800	train	adenine A man set laying downcast and inject shooting a gun	A world man be place laying on the labor ground shooting axerophthol a rifle .
3681	main-captions	MSRvid	2012train	0561	none	none	A man severs the toe of an empty leather boot using a sword.	A man is cutting a boot with a sword.	3.750	train	antiophthalmic_factor antiophthalmic_factor Isle_of_Man man lop severs the toe of AN an vacuous empty leather leather the_boot boot using a sword .	A adult_male man is hack a kicking boot with a sword .
3682	main-captions	MSRvid	2012train	0586	none	none	A person is adding chili powder to chili with beans.	The man is adding seasoning to the beans.	3.800	train	angstrom A mortal equal is adding chili_con_carne chili powder to chili with beans .	The humanity man follow total adding seasoning to the dome beans .
3683	main-captions	MSRvid	2012train	0647	none	none	The man rode his motorcycle down the highway.	A person is driving a motorcycle on a road.	3.750	train	The man tantalise rode his motorbike John_L._H._Down down the highway .	ampere A person is take a bike motorcycle on a road .
3684	main-captions	MSRvid	2012train	0700	none	none	A girl is dragged downhill by a dog.	A dog is pulling a child down a hill.	3.800	train	antiophthalmic_factor A girl lady_friend is drop_back dragged downhill past by a click dog .	deoxyadenosine_monophosphate A wiener dog is pulling group_A a shaver child down a hill .
3685	main-captions	images	2014	0008	none	none	An Apple computer sitting on the floor.	A Macintosh computer sitting on the floor.	3.8	train	Associate_in_Nursing Apple data_processor computer posing sitting on the floor .	A macintosh Macintosh computer posing sitting along on the ball_over .
3686	main-captions	images	2014	0012	none	none	A jockey riding a horse.	A jockey riding a horse in a pen.	3.8	train	a A cheat jockey loose free A a horse .	ampere A screw jockey depend_on riding A amp horse in amp compose pen .
3687	main-captions	images	2014	0015	none	none	A woman riding a brown horse.	A young girl riding a brown horse.	3.8	train	a A woman riding a dark-brown horse .	A unripened immature girl riding a brown horse .
3688	main-captions	images	2014	0040	none	none	A brown horse stands in a lush green field.	A brown horse in a green field.	3.8	train	angstrom_unit A brown knight horse stands column_inch inch a lavish lush green field .	A group_A brown horse in ampere a green field .
3689	main-captions	images	2014	0055	none	none	Black cow walking under trees in pasture.	Cow walking under the tree in a pasture.	3.8	train	Black moo-cow cow walk walking under Tree inwards in pasture .	Cow walking nether under the Tree tree Indiana in angstrom angstrom_unit pasture .
3690	main-captions	images	2014	0086	none	none	Two Eagles perched on a branch.	Two bald eagles perched on a branch.	3.8	train	two Two Eagles perched on a a offset offshoot .	Two bald-headed bald bird_of_Jove perched on a branch .
3691	main-captions	images	2014	0087	none	none	A striped cat laying down on a bag of cat litter.	Domestic cat laying on back of cat litter.	3.8	train	angstrom_unit despoil striped cat put_down laying Down down on axerophthol a grip bag of Arabian_tea cat bedding litter .	domestic_help Domestic shape cast laying on back of cast litter .
3692	main-captions	images	2014	0091	none	none	Five birds stand on the snow.	Several cardinals stand in the snow.	3.8	train	Five doll birds stomach along on the Snow snow .	respective Several Richmondena_Cardinalis viewpoint stand in the C._P._Snow snow .
3693	main-captions	images	2014	0223	none	none	Plane in mid-flight at sunset.	A plane flying near the sunset.	3.8	train	Plane in mid-flight atomic_number_85 at sundown sunset .	type_A A plane take_flight flee near the sunset .
3694	main-captions	images	2014	0246	none	none	Cows grazing in a snow covered field.	Five cows grazing in a snow covered field.	3.8	train	Cows grazing_land pasture in a lead_by_the_nose snow comprehend covered playing_field field .	fin Five overawe cows crease grazing in amp a Snow snow covered field .
3695	main-captions	images	2014	0310	none	none	a jockey riding a horse.	A jockey riding a horse in a pen.	3.8	train	type_A type_A jockey riding group_A type_A horse .	ampere A jockey riding a horse horse atomic_number_49 in a pen .
3696	main-captions	images	2014	0324	none	none	A cat reclines on an office chair.	A ginger cat sitting on an office chair.	3.8	train	A cat reclines on AN power office chair .	a A gingerroot ginger CAT cat posture on AN an place office chairperson chair .
3697	main-captions	images	2014	0371	none	none	Group of people sitting at table of restaurant.	Two people sitting at a table at a restaurant.	3.8	train	Group of multitude people sit_down sitting at prorogue table of eating_place .	Two the_great_unwashed people baby-sit sitting at at a table at a eating_house restaurant .
3698	main-captions	images	2014	0423	none	none	A scantily clad woman is standing next to a car.	A scantily clad woman standing next to a small red vehicle.	3.8	train	A barely scantily clothed clad char woman is standing following to a car .	A scantily clad woman standing standing side_by_side next to a diminished small ruby-red red vehicle fomite .
3699	main-captions	images	2014	0450	none	none	Black and white cow standing in grassy field.	A black and white horned cow standing in a field.	3.8	train	inglorious Black and white moo-cow standing inward in grassy field .	axerophthol A smutty black and white horned overawe remain_firm standing indium in a field .
3700	main-captions	images	2014	0461	none	none	A young girl riding a brown horse.	A woman in riding a brown horse.	3.8	train	A untested girl riding riding a brownish brown horse .	A adult_female in in ride riding group_A a Brown brown horse .
3701	main-captions	images	2014	0480	none	none	Two cows crossing a road intersection.	Two cows cross a paved street.	3.8	train	ii Two overawe cow crossing a road carrefour intersection .	Two cows hybridize cross a paved street street .
3702	main-captions	images	2014	0494	none	none	A women standing next to a brown cow.	A women in glasses stands next to a cow in a field.	3.8	train	A women standing next to a Brown overawe cow .	type_A A adult_female women inwards glasses standpoint stands next to adenine a cow in inwards deoxyadenosine_monophosphate a line_of_business field .
3703	main-captions	images	2014	0497	none	none	Woman in blue shift dress cutting into food.	A woman in a blue dress cuts a cake.	3.8	train	Woman in blue_devil shift dress cutting into food .	A adult_female woman in A juicy blue dress trim_back cuts amp A cake .
3704	main-captions	images	2014	0516	none	none	Train in a station.	Trains inside an indoor station.	3.8	train	Train indium IN a station .	wagon_train caravan inside an indoor place station .
3705	main-captions	images	2014	0541	none	none	Elegant dining room with wood furniture.	An elegant pink dining room with wooden furniture.	3.8	train	Elegant dining room room with woodwind_instrument furniture .	An elegant elegant knock pink boom way room with wooden furniture .
3706	main-captions	images	2014	0607	none	none	View of a living room with a dining room in the background.	A living room with large sofas and a dining table in the background.	3.8	train	sentiment View of a living room with group_A a dining way room indium in the background play_down .	A living room with large sofas and A a manna_from_heaven boom table in the background_signal background .
